,game_victor,set_victor,momentum_normalized_average,match_id
113,0,0,0.7860710345670654,1
114,0,0,0.7929755494783832,1
115,0,0,0.7960916464888552,1
116,1,0,0.7974996337321276,1
117,0,0,0.809397571292462,1
118,0,0,0.8093999929850153,1
119,0,0,0.8019001454979234,1
120,1,0,0.7889622907280033,1
121,0,0,0.7896128083431344,1
122,0,0,0.789355260961047,1
123,0,0,0.7934122075779638,1
124,0,0,0.7924913767179095,1
125,2,0,0.7833788597120425,1
126,0,0,0.7761286433616467,1
127,0,0,0.767746113382223,1
128,0,0,0.7580344846071587,1
129,0,0,0.7480700640527648,1
130,0,0,0.7501098409466316,1
131,1,0,0.7580255291522628,1
132,0,0,0.7051278692709987,1
133,0,0,0.6533279738775524,1
134,0,0,0.615032991848835,1
135,0,0,0.5891663092995076,1
136,2,0,0.5625869887842935,1
137,0,0,0.5653268144515391,1
138,0,0,0.5702823345473309,1
139,0,0,0.5695508282258379,1
140,1,0,0.5650490941034068,1
141,0,0,0.5221167978364295,1
142,0,0,0.518404765556266,1
143,0,0,0.5144756524636592,1
144,0,0,0.4854619518248147,1
145,0,0,0.4562396201372466,1
146,0,0,0.4551339201541802,1
147,0,0,0.4911620049279339,1
148,0,0,0.5009426928137327,1
149,0,0,0.508704082341217,1
150,0,0,0.5419892792857315,1
151,0,0,0.5598548945365647,1
152,0,0,0.5617465138522151,1
153,0,0,0.5253529668038832,1
154,2,2,0.5234167404760234,1
155,0,0,0.5277413113164301,1
156,0,0,0.5611620662423197,1
157,0,0,0.568778570833713,1
158,0,0,0.5722846697912017,1
159,0,0,0.6023289611926984,1
160,1,0,0.6276400990049442,1
161,0,0,0.581356715601533,1
162,0,0,0.586909190150016,1
163,0,0,0.6188598304748655,1
164,0,0,0.6585450319748813,1
165,0,0,0.6649692587553948,1
166,0,0,0.6776199477203714,1
167,0,0,0.6780500318469319,1
168,0,0,0.7068135911229085,1
169,0,0,0.7251834571103062,1
170,0,0,0.7356593526074924,1
171,0,0,0.7556349630849536,1
172,2,0,0.7651065828061537,1
173,0,0,0.7749454883714184,1
174,0,0,0.775922849657227,1
175,0,0,0.7684146053780798,1
176,0,0,0.8059671275491581,1
177,0,0,0.8005940264650774,1
178,1,0,0.7960328823068872,1
179,0,0,0.8006477147377872,1
180,0,0,0.8062330611972585,1
181,0,0,0.8064727488590416,1
182,0,0,0.8032133994719242,1
183,1,0,0.8055733982261426,1
184,0,0,0.8037102871257598,1
185,0,0,0.8060242355445093,1
186,0,0,0.8029725072463162,1
187,0,0,0.7941556118519207,1
188,1,0,0.7833963746497077,1
189,0,0,0.7894883279282724,1
190,0,0,0.798445358536098,1
191,0,0,0.8029002522616676,1
192,0,0,0.8044866398660132,1
193,0,0,0.8068295772892734,1
194,2,0,0.7937444470242734,1
195,0,0,0.7788710788361118,1
196,0,0,0.7737396881115814,1
197,0,0,0.768954505977619,1
198,1,0,0.7632697711191835,1
199,0,0,0.7532774949982433,1
200,0,0,0.7042285180842712,1
201,0,0,0.6948931055614002,1
202,0,0,0.66443090868407,1
203,0,0,0.6317910720983567,1
204,0,0,0.6270021776853424,1
205,0,0,0.5927027303960208,1
206,2,0,0.6024551556934709,1
207,0,0,0.6150741782331076,1
208,0,0,0.6353196620157675,1
209,0,0,0.6500461010913394,1
210,0,0,0.6626756941813937,1
211,1,1,0.6235934432114624,1
212,0,0,0.5878472061524408,1
213,0,0,0.5911056615797823,1
214,0,0,0.5873442152782979,1
215,0,0,0.6196609758874181,1
216,2,0,0.6148535911483204,1
217,0,0,0.6138499159206768,1
218,0,0,0.6167489521250834,1
219,0,0,0.5836122959786726,1
220,0,0,0.5767532342817618,1
221,0,0,0.5274847076619182,1
222,2,0,0.4789874228927109,1
223,0,0,0.4769449817523267,1
224,0,0,0.4728091612940269,1
225,0,0,0.4688052720618563,1
226,0,0,0.5061556099322336,1
227,0,0,0.5495632512027927,1
228,0,0,0.549505288743908,1
229,0,0,0.5507244177899674,1
230,0,0,0.5527368625153127,1
231,0,0,0.555338425675568,1
232,0,0,0.5833719934661515,1
233,0,0,0.6172788243613805,1
234,0,0,0.63946323490494,1
235,0,0,0.680297003086754,1
236,0,0,0.7212132642141327,1
237,0,0,0.7589502416167824,1
238,0,0,0.751549170249658,1
239,0,0,0.7346397723898618,1
240,2,0,0.7178629578944482,1
241,0,0,0.6917582793929277,1
242,0,0,0.6917695656642799,1
243,0,0,0.6915155962854006,1
244,0,0,0.6897038280160116,1
245,0,0,0.6874368890456515,1
246,0,0,0.6789697811964448,1
247,0,0,0.6795527892822055,1
248,1,0,0.6814950153386794,1
249,0,0,0.689750636680994,1
250,0,0,0.6930983964557508,1
251,0,0,0.6935376861906125,1
252,0,0,0.6853392421175066,1
253,0,0,0.6777724324700338,1
254,0,0,0.6881384161730022,1
255,0,0,0.7037752393786614,1
256,2,0,0.7322228525090009,1
257,0,0,0.7336267890120726,1
258,0,0,0.7434269576487854,1
259,0,0,0.7451129862757869,1
260,0,0,0.7440574917551845,1
261,1,0,0.7520993129431996,1
262,0,0,0.7585799621370285,1
263,0,0,0.7550683374086558,1
264,0,0,0.7553472368371417,1
265,0,0,0.7505350144454835,1
266,0,0,0.7465982546355063,1
267,1,0,0.7489772074706573,1
268,0,0,0.7580122161999054,1
269,0,0,0.7584793189569745,1
270,0,0,0.7531522062695317,1
271,0,0,0.749189337402515,1
272,1,0,0.7390245406270762,1
273,0,0,0.7280596795400739,1
274,0,0,0.7277040723487498,1
275,0,0,0.7283816745037616,1
276,0,0,0.7263327790316393,1
277,2,0,0.7221110753830912,1
278,0,0,0.7223158899981339,1
279,0,0,0.7252421587021832,1
280,0,0,0.7280275643881935,1
281,0,0,0.7001030518324292,1
282,0,0,0.6995441098531834,1
283,0,0,0.683724376510661,1
284,0,0,0.668242232569906,1
285,1,0,0.6623632948069305,1
286,0,0,0.6642973419414828,1
287,0,0,0.67181291364032,1
288,0,0,0.676544315301259,1
289,0,0,0.6713077103580887,1
290,0,0,0.6647616254578386,1
291,1,0,0.6641301096680168,1
292,0,0,0.6780208259566746,1
293,0,0,0.6913463355947317,1
294,0,0,0.6965947568107425,1
295,0,0,0.6940314424314226,1
296,0,0,0.7204934243534749,1
297,0,0,0.7244042419841766,1
298,0,0,0.7233979306268947,1
299,1,1,0.7481161870481816,1
300,0,0,0.9652281498758803,2
301,0,0,0.8839106215035017,2
302,0,0,0.8206139838493159,2
303,0,0,0.7899418113003571,2
304,0,0,0.7610921213022903,2
305,0,0,0.7513609421748653,2
306,0,0,0.7403742672344675,2
307,0,0,0.7258113490645967,2
308,0,0,0.7116290304740212,2
309,0,0,0.7006005517372103,2
310,0,0,0.6987383736756904,2
311,2,0,0.6905106385263188,2
312,0,0,0.6897569818221221,2
313,0,0,0.6860058107236169,2
314,0,0,0.6816709282989787,2
315,1,0,0.6606541527809529,2
316,0,0,0.6515114443026011,2
317,0,0,0.6511936070181912,2
318,0,0,0.645929312998868,2
319,0,0,0.6509558635717122,2
320,2,0,0.6474359491209781,2
321,0,0,0.6519738066762649,2
322,0,0,0.6558301368742921,2
323,0,0,0.6600553254497908,2
324,0,0,0.6646630128448284,2
325,1,0,0.6620143870858597,2
326,0,0,0.6419332499465119,2
327,0,0,0.6168088156320717,2
328,0,0,0.5944622393978716,2
329,0,0,0.5721434183915096,2
330,2,0,0.5724215172751551,2
331,0,0,0.5505023661497559,2
332,0,0,0.5269308219052307,2
333,0,0,0.5083391001118479,2
334,0,0,0.4803749145903563,2
335,1,0,0.4595676448379644,2
336,0,0,0.4592818629279357,2
337,0,0,0.4592433337028759,2
338,0,0,0.4578342048066622,2
339,2,0,0.452627653780933,2
340,0,0,0.4270937621889491,2
341,0,0,0.4281328689296217,2
342,0,0,0.4282756170162621,2
343,0,0,0.4246362019217766,2
344,2,0,0.420344772203685,2
345,0,0,0.3834470741218573,2
346,0,0,0.4116204409232796,2
347,0,0,0.4140898564997943,2
348,0,0,0.4373275938218183,2
349,0,0,0.4597155376984128,2
350,2,2,0.4766562018011082,2
351,0,0,0.4492943554961168,2
352,0,0,0.4237731056158022,2
353,0,0,0.406210991088381,2
354,1,0,0.3878898839620699,2
355,0,0,0.4188976903843888,2
356,0,0,0.4451670254200115,2
357,0,0,0.4662611932710829,2
358,0,0,0.49743474652094,2
359,2,0,0.5326807758428602,2
360,0,0,0.5749864911116268,2
361,0,0,0.5684662577571415,2
362,0,0,0.5866502200083373,2
363,1,0,0.5966182088450118,2
364,0,0,0.5610675298224924,2
365,0,0,0.5439500806397829,2
366,0,0,0.5456807164954192,2
367,2,0,0.5699889953555475,2
368,0,0,0.5899118676766849,2
369,0,0,0.6148155678592364,2
370,0,0,0.6142557681104927,2
371,1,0,0.6098109400035362,2
372,0,0,0.5911686982386474,2
373,0,0,0.5905856891750514,2
374,0,0,0.5839675120739585,2
375,0,0,0.5835024270575853,2
376,2,0,0.5923038306528805,2
377,0,0,0.6004021491598593,2
378,0,0,0.5898680300422277,2
379,0,0,0.6256863309269537,2
380,1,0,0.6443124913102547,2
381,0,0,0.6656841275344144,2
382,0,0,0.6637504550061325,2
383,0,0,0.6593396947441772,2
384,0,0,0.6588719413912197,2
385,0,0,0.6585836436004782,2
386,2,0,0.6677814655467776,2
387,0,0,0.6910200333793497,2
388,0,0,0.688556648709132,2
389,0,0,0.6941676563363883,2
390,0,0,0.6893592783347595,2
391,0,0,0.6850393131427279,2
392,1,0,0.6815631622416382,2
393,0,0,0.6845079577708397,2
394,0,0,0.6849621476278233,2
395,0,0,0.6698549462486034,2
396,0,0,0.6702137856894804,2
397,2,0,0.6731896661634216,2
398,0,0,0.6787816230385193,2
399,0,0,0.6810521992048552,2
400,0,0,0.6761248549419808,2
401,1,0,0.6675405314109985,2
402,0,0,0.6412208029914787,2
403,0,0,0.6171797866319684,2
404,0,0,0.5923323382076808,2
405,0,0,0.5751473255990346,2
406,2,0,0.5503030103502418,2
407,0,0,0.5503474613471546,2
408,0,0,0.5233284842764933,2
409,0,0,0.5252737708258848,2
410,0,0,0.5449585703930515,2
411,0,0,0.5449023315290525,2
412,0,0,0.515457787742879,2
413,0,0,0.5146399438448095,2
414,0,0,0.5150126606367299,2
415,0,0,0.5177879974207382,2
416,0,0,0.5192504882964348,2
417,2,2,0.5444906782566127,2
418,0,0,0.5673433699179441,2
419,0,0,0.583467094558629,2
420,0,0,0.6027804284687583,2
421,0,0,0.6017436334355647,2
422,0,0,0.5753180102225639,2
423,2,0,0.5987677847739605,2
424,0,0,0.6021879978831973,2
425,0,0,0.602746160357568,2
426,0,0,0.6101239037542625,2
427,0,0,0.652561393609546,2
428,1,0,0.6641778326891341,2
429,0,0,0.6635045874057625,2
430,0,0,0.6627017934591561,2
431,0,0,0.665520130225974,2
432,0,0,0.6622781613681368,2
433,0,0,0.6589962010741083,2
434,2,0,0.6646574367440753,2
435,0,0,0.6679724131937667,2
436,0,0,0.6924382578910506,2
437,0,0,0.7161522839453025,2
438,0,0,0.7125518082903043,2
439,1,0,0.7066080437933496,2
440,0,0,0.7032626503059991,2
441,0,0,0.6945894381453032,2
442,0,0,0.6801715813995969,2
443,0,0,0.6732462709881843,2
444,2,0,0.6728203128100566,2
445,0,0,0.6490729814501447,2
446,0,0,0.6148588616662537,2
447,0,0,0.5804860916357293,2
448,1,0,0.5549224946083664,2
449,0,0,0.555590698401053,2
450,0,0,0.5512584692264714,2
451,0,0,0.547965994183545,2
452,0,0,0.5441399596495238,2
453,0,0,0.5560428470519679,2
454,0,0,0.5587509475369187,2
455,0,0,0.5598840001069892,2
456,2,0,0.558986319556426,2
457,0,0,0.5634430402936251,2
458,0,0,0.5583684986904188,2
459,0,0,0.5591266491475759,2
460,0,0,0.5554726906275751,2
461,0,0,0.5656148646574732,2
462,0,0,0.5809041969437074,2
463,0,0,0.6116543654923396,2
464,0,0,0.5875098474311337,2
465,0,0,0.5665393012058012,2
466,1,0,0.5439002338088691,2
467,0,0,0.5469336916175261,2
468,0,0,0.5345275321481127,2
469,0,0,0.5300644191636911,2
470,0,0,0.5346219513949622,2
471,0,0,0.5391828406422872,2
472,0,0,0.5357284428934753,2
473,0,0,0.5356012626905446,2
474,2,0,0.531264865627017,2
475,0,0,0.5617861384238424,2
476,0,0,0.583535698782329,2
477,0,0,0.5846117558449043,2
478,1,0,0.5628107597362552,2
479,0,0,0.5859126517751213,2
480,0,0,0.603486291093576,2
481,0,0,0.6267160220661783,2
482,0,0,0.6255669741001825,2
483,2,0,0.6289306789355898,2
484,0,0,0.608848186342979,2
485,0,0,0.5791790363579548,2
486,0,0,0.5799721168098799,2
487,0,0,0.5605030027143761,2
488,1,0,0.5416561490298427,2
489,0,0,0.5205542615282326,2
490,0,0,0.5143371716061563,2
491,0,0,0.5117259567236083,2
492,0,0,0.5064975161768736,2
493,0,0,0.5072402962112873,2
494,0,0,0.4816728412694632,2
495,0,0,0.461445044501184,2
496,0,0,0.4365864450155133,2
497,0,0,0.4167904497873818,2
498,0,0,0.3910754109114381,2
499,0,0,0.3911939148315784,2
500,2,2,0.3931010781018607,2
501,0,0,0.6671214768175471,3
502,0,0,0.666034564390128,3
503,0,0,0.6562153411455941,3
504,0,0,0.6513170169695561,3
505,2,0,0.6544540803227791,3
506,0,0,0.6698736286857674,3
507,0,0,0.6760540971799532,3
508,0,0,0.6982916907117978,3
509,1,0,0.7064704715939788,3
510,0,0,0.7062471151982695,3
511,0,0,0.7071161804054895,3
512,0,0,0.705002579257001,3
513,0,0,0.7088023437406885,3
514,0,0,0.7202990182029368,3
515,0,0,0.7232400680025352,3
516,0,0,0.7302315381549603,3
517,2,0,0.7304686789479913,3
518,0,0,0.7323539642938927,3
519,0,0,0.73326286487039,3
520,0,0,0.7324266356729807,3
521,0,0,0.7273497332849892,3
522,1,0,0.7247072969932241,3
523,0,0,0.7187053721869396,3
524,0,0,0.7147048103051011,3
525,0,0,0.7096730584810135,3
526,2,0,0.7023035232107282,3
527,0,0,0.70454459476826,3
528,0,0,0.6710181065462526,3
529,0,0,0.6572040878397816,3
530,0,0,0.649439246365623,3
531,0,0,0.6211012984917186,3
532,0,0,0.6019458891610121,3
533,0,0,0.5643494192036627,3
534,0,0,0.5306918369331898,3
535,0,0,0.5041810821987659,3
536,0,0,0.4785529674762535,3
537,0,0,0.4575241994156401,3
538,2,0,0.4294043209882482,3
539,0,0,0.396708033656669,3
540,0,0,0.3934890905497362,3
541,0,0,0.40137909583611,3
542,0,0,0.3966227572613501,3
543,2,0,0.4263044165912878,3
544,0,0,0.4002012292194313,3
545,0,0,0.3743291431157183,3
546,0,0,0.3957177434111878,3
547,0,0,0.3967882259663722,3
548,0,0,0.4157040478041465,3
549,2,2,0.436597447846913,3
550,0,0,0.4342185957357455,3
551,0,0,0.4247671345547167,3
552,0,0,0.4227469018313595,3
553,2,0,0.443980611016847,3
554,0,0,0.4763986859798383,3
555,0,0,0.4794624261632851,3
556,0,0,0.4741114081830859,3
557,0,0,0.4761684063806298,3
558,0,0,0.4736741049585856,3
559,1,0,0.5005699487483405,3
560,0,0,0.5262562922425708,3
561,0,0,0.5254917593665327,3
562,0,0,0.544811258619786,3
563,2,0,0.5616511360479539,3
564,0,0,0.5784054038820455,3
565,0,0,0.6074235960627624,3
566,0,0,0.6408523420761274,3
567,1,0,0.6636446422594716,3
568,0,0,0.6642869570551093,3
569,0,0,0.6650315822488919,3
570,0,0,0.6680146472077036,3
571,0,0,0.6733712923897315,3
572,0,0,0.6735383868507215,3
573,2,0,0.6738237234735756,3
574,0,0,0.6753999811906497,3
575,0,0,0.6757629931876744,3
576,0,0,0.6779864063256233,3
577,0,0,0.6767294337873947,3
578,2,0,0.677078645079171,3
579,0,0,0.6826592448228244,3
580,0,0,0.6793880359308114,3
581,0,0,0.6768832029505645,3
582,0,0,0.6745560024566631,3
583,2,0,0.6734452922754841,3
584,0,0,0.6759785194402989,3
585,0,0,0.675426020336128,3
586,0,0,0.6698964920481812,3
587,0,0,0.6684816514041358,3
588,1,0,0.6617241148705088,3
589,0,0,0.6634624523767978,3
590,0,0,0.6648028802716667,3
591,0,0,0.6609578356878565,3
592,0,0,0.6628318563007886,3
593,0,0,0.6665127043908387,3
594,2,2,0.6640473450423371,3
595,0,0,0.6756502718312213,3
596,0,0,0.6800179111891683,3
597,0,0,0.6813683497968884,3
598,0,0,0.6825833473583915,3
599,1,0,0.6760030545715124,3
600,0,0,0.6806750213551377,3
601,0,0,0.6845149461166086,3
602,0,0,0.6839829523455594,3
603,2,0,0.6946493587902499,3
604,0,0,0.6906129302790788,3
605,0,0,0.688674118672677,3
606,0,0,0.6862622514902499,3
607,0,0,0.6863198497410091,3
608,0,0,0.683205699947011,3
609,1,0,0.6744228451114819,3
610,0,0,0.6409565269941961,3
611,0,0,0.6166921665714661,3
612,0,0,0.5947786824035131,3
613,2,0,0.5720857612827543,3
614,0,0,0.5484018647558371,3
615,0,0,0.5225420926396784,3
616,0,0,0.5003779466501775,3
617,0,0,0.48077212715626,3
618,0,0,0.4552059218574628,3
619,2,0,0.4351950059170143,3
620,0,0,0.4200322758821311,3
621,0,0,0.4229062861900778,3
622,0,0,0.4204119884313728,3
623,0,0,0.4194676803611937,3
624,2,0,0.4227673251812488,3
625,0,0,0.4227716706394438,3
626,0,0,0.4194171397062567,3
627,0,0,0.4179962792693835,3
628,0,0,0.4225502788172916,3
629,2,0,0.4276167650334524,3
630,0,0,0.4236413786136111,3
631,0,0,0.4236666478045428,3
632,0,0,0.4259414960141824,3
633,0,0,0.4234415352149752,3
634,2,2,0.4207604625411716,3
635,0,0,0.7366684212342633,4
636,0,0,0.7402956269235279,4
637,0,0,0.7301864956387077,4
638,1,0,0.7229169559336547,4
639,0,0,0.707896131132447,4
640,0,0,0.6966877930548968,4
641,0,0,0.694375676141693,4
642,2,0,0.6956767119807156,4
643,0,0,0.6986752837693047,4
644,0,0,0.6969820922395058,4
645,0,0,0.6925454380527282,4
646,1,0,0.6884488062999276,4
647,0,0,0.685110727589624,4
648,0,0,0.6819777360473139,4
649,0,0,0.6819720209689788,4
650,0,0,0.6739446943722146,4
651,0,0,0.6660641045539086,4
652,0,0,0.662945153259277,4
653,0,0,0.6601846042291784,4
654,0,0,0.6597516234138524,4
655,0,0,0.6610838188682292,4
656,2,0,0.657835075609522,4
657,0,0,0.6600005228689686,4
658,0,0,0.6568889123525188,4
659,0,0,0.655391933269635,4
660,1,0,0.6570128132738056,4
661,0,0,0.6597015412581629,4
662,0,0,0.6646812893568139,4
663,0,0,0.6677864208778796,4
664,0,0,0.6665909602382865,4
665,0,0,0.6681066100543068,4
666,0,0,0.6696710919089433,4
667,0,0,0.6726522674165981,4
668,0,0,0.6685217851650056,4
669,0,0,0.6775470405271583,4
670,2,0,0.6831088211852697,4
671,0,0,0.6593876582058583,4
672,0,0,0.6301801302038217,4
673,0,0,0.6049239326280544,4
674,0,0,0.5843610866482416,4
675,0,0,0.5608171844684334,4
676,0,0,0.5336220567047969,4
677,0,0,0.5084052386350398,4
678,2,0,0.4834754293202752,4
679,0,0,0.4942624708670833,4
680,0,0,0.4925044797137509,4
681,0,0,0.4871933201845834,4
682,0,0,0.485719600751033,4
683,0,0,0.4870881344347877,4
684,0,0,0.4823804530094186,4
685,0,0,0.4776190733721026,4
686,2,0,0.503321010954386,4
687,0,0,0.5037680595060758,4
688,0,0,0.5017094594321312,4
689,0,0,0.5002438080028839,4
690,2,2,0.4973787733453945,4
691,0,0,0.5405323936993738,4
692,0,0,0.5755885817565803,4
693,0,0,0.5949459476618841,4
694,0,0,0.5844211145371164,4
695,0,0,0.5909115903058707,4
696,2,0,0.598577886458712,4
697,0,0,0.5737078626059537,4
698,0,0,0.5379986118013631,4
699,0,0,0.5034238418778715,4
700,1,0,0.473845230710448,4
701,0,0,0.4731675354977293,4
702,0,0,0.4984033517154181,4
703,0,0,0.5286382708967235,4
704,0,0,0.5549341525007284,4
705,1,0,0.5840263918668548,4
706,0,0,0.5770037295380092,4
707,0,0,0.5790249798900876,4
708,0,0,0.5853228417444839,4
709,0,0,0.5931723613401331,4
710,1,0,0.5862834004821214,4
711,0,0,0.5918103002564497,4
712,0,0,0.6132283856418598,4
713,0,0,0.6526543446382698,4
714,0,0,0.6864736923433349,4
715,2,0,0.7151779156528856,4
716,0,0,0.6913038160084157,4
717,0,0,0.6694142267270581,4
718,0,0,0.6425749013348881,4
719,0,0,0.6127342217688259,4
720,0,0,0.5925306279454348,4
721,0,0,0.563978248542572,4
722,0,0,0.5306345598321575,4
723,0,0,0.505062742293535,4
724,0,0,0.4739132160026635,4
725,0,0,0.4562905531165257,4
726,0,0,0.4198452008487732,4
727,0,0,0.3967213222888934,4
728,0,0,0.3754285553973396,4
729,0,0,0.3452953794190559,4
730,0,0,0.3132662104429429,4
731,2,0,0.3129686566134406,4
732,0,0,0.3445758291037963,4
733,0,0,0.3816447967078538,4
734,0,0,0.4061646709084536,4
735,0,0,0.4221352771425478,4
736,0,0,0.4387475758496076,4
737,1,0,0.4325758457340963,4
738,0,0,0.4718765623835436,4
739,0,0,0.5014342505458191,4
740,0,0,0.5184038685298196,4
741,1,0,0.5430523198775198,4
742,0,0,0.5722117023557234,4
743,0,0,0.5908373274290215,4
744,0,0,0.6159579278561076,4
745,2,0,0.6469862402459607,4
746,0,0,0.6710394688158383,4
747,0,0,0.6604288314984885,4
748,0,0,0.6438485130805357,4
749,1,1,0.6463258064847818,4
750,0,0,0.6457582725776003,4
751,0,0,0.6450616233039045,4
752,0,0,0.6714140899743636,4
753,0,0,0.6553185404639614,4
754,2,0,0.6507968375123755,4
755,0,0,0.6560584528646238,4
756,0,0,0.6587951978128502,4
757,0,0,0.6562357478504481,4
758,0,0,0.6577219101390294,4
759,1,0,0.6555518694451458,4
760,0,0,0.6602581705608387,4
761,0,0,0.6594949378937556,4
762,0,0,0.6569583791901938,4
763,0,0,0.6560455161266282,4
764,0,0,0.6550500522576818,4
765,1,0,0.6570741734802542,4
766,0,0,0.6739720488883868,4
767,0,0,0.6725942349755625,4
768,0,0,0.6706595054570018,4
769,0,0,0.6617378272287433,4
770,1,0,0.6610980702211823,4
771,0,0,0.6631989705444467,4
772,0,0,0.6630959550000544,4
773,0,0,0.6627113370576917,4
774,2,0,0.6654212066660848,4
775,0,0,0.6646526304804835,4
776,0,0,0.6705256381488502,4
777,0,0,0.6742034891828148,4
778,0,0,0.6566562667037529,4
779,0,0,0.6559214236456187,4
780,0,0,0.656005954539537,4
781,0,0,0.6409809296848142,4
782,1,0,0.6202224708891264,4
783,0,0,0.5975977681362744,4
784,0,0,0.5819344853699833,4
785,0,0,0.5608957180421186,4
786,0,0,0.5390894632362916,4
787,2,0,0.5168082396281181,4
788,0,0,0.4892560878968111,4
789,0,0,0.4647564957959925,4
790,0,0,0.4617915343009875,4
791,0,0,0.4319869866061063,4
792,0,0,0.4327670768178276,4
793,0,0,0.4525238450059111,4
794,0,0,0.4285947233410809,4
795,0,0,0.400116180872646,4
796,0,0,0.3727381745536455,4
797,0,0,0.3712929296853777,4
798,0,0,0.3737690097214375,4
799,1,0,0.3766294702893943,4
800,0,0,0.4008041317296095,4
801,0,0,0.4229525394301266,4
802,0,0,0.4411064955090713,4
803,0,0,0.472976232578001,4
804,0,0,0.5028025216734853,4
805,0,0,0.5015912725635433,4
806,0,0,0.5283758416316137,4
807,0,0,0.5293680199938565,4
808,0,0,0.529078860994635,4
809,1,1,0.5513980441872378,4
810,0,0,0.5452451340623379,4
811,0,0,0.547254070714659,4
812,0,0,0.545506409437897,4
813,0,0,0.5475566365136847,4
814,0,0,0.5483944243478351,4
815,0,0,0.5277823846420551,4
816,0,0,0.5122779277016378,4
817,2,0,0.4976205328932839,4
818,0,0,0.4993722813982961,4
819,0,0,0.4909118814990302,4
820,0,0,0.4883875853498479,4
821,2,0,0.4916165074347945,4
822,0,0,0.4649479093001544,4
823,0,0,0.4434423556649164,4
824,0,0,0.4191520272654379,4
