match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,set_id,game_id,critical_points_p1,faults_p1,points_diff,p1_ave_distance_run,p2_ave_distance_run,distance_diff_p1_p2,distance_diff_p2_p1,p1_distance_last_n,p2_distance_last_n,fatigue_p1
1,Carlos Alcaraz,Nicolas Jarry,00:07:05,1,2,11,0,0,1,0,0,0,2,1,2,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.785,4.915,1,-0.03364557147785605,4,0,0,1,1,0.1376557442663108,-0.011724252668647593,0.7005671424739729,-0.6090117364688139,-0.658030016703947,0.43500000000000005,-0.43500000000000005,0.45753196349534336,0.6762436064215388,-0.7962621323334088
1,Carlos Alcaraz,Nicolas Jarry,00:07:28,1,2,12,0,0,1,0,0,1,2,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.744,18.244,4,1.4446472955178107,4,1,0,1,2,-1.3116043852746357,-0.011722642526059405,0.700567142473973,0.4255353507043592,0.32149287474131044,0.2999999999999998,-0.2999999999999998,0.47223645336746045,0.6959277780910709,-0.5550783437994633
1,Carlos Alcaraz,Nicolas Jarry,00:08:06,1,2,13,0,0,1,0,1,1,2,1,1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.013,18.626,4,0.6233734805202181,3,1,0,1,2,-1.111434682953682,-0.011721032604732605,0.740774899182154,0.8901514184376227,0.3495653291288931,1.4774000000000003,-1.4774000000000003,0.8570237824704103,0.7084298871244226,-0.055833484379834854
1,Carlos Alcaraz,Nicolas Jarry,00:08:41,1,2,14,0,0,1,0,2,1,2,1,2,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.667,7.112,3,1.280392532518292,4,1,1,1,2,-0.4616784796108211,-0.31171728023994333,0.8249137318359602,-0.24719076938095438,-0.4965766599251015,0.8887499999999999,-0.8887499999999999,1.110333921765383,0.7249515867689693,0.6932551590007437
1,Carlos Alcaraz,Nicolas Jarry,00:09:11,1,2,15,0,0,1,0,2,2,2,1,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,1.4446472955178107,3,1,1,1,2,-0.8613155315733761,-0.2116744106573604,0.8249137318359602,-0.7858459903548509,-0.8548311498189892,0.581,-0.581,0.4012441287824416,0.20825685835042126,0.8566419531108859
1,Carlos Alcaraz,Nicolas Jarry,00:09:37,1,2,16,0,0,1,0,2,3,2,2,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,-1.265556293974245,2,1,0,1,2,-0.661314476670753,-0.11164625934252936,0.759510916949111,-0.644956670724777,-0.7027107818025077,0.33099999999999974,-0.33099999999999974,-0.1296653476529436,-0.5362540791203037,0.8082567296794866
1,Carlos Alcaraz,Nicolas Jarry,00:10:20,1,2,17,0,0,1,0,3,3,2,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,0.9518830065192552,1,1,0,1,2,-0.21154718640719264,-0.06163148549917455,0.7772998611746911,-0.6490329003826697,-0.6151129660171716,-0.12699999999999978,0.12699999999999978,-0.1441019419605889,-0.5542240136174136,0.6886028619765622
1,Carlos Alcaraz,Nicolas Jarry,00:10:45,1,2,18,0,0,1,0,3,4,2,1,2,9,9,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,0.29486395452118097,3,1,1,1,2,-0.11159050731310076,-0.061623001090816164,0.740774899182154,0.08831998809687036,0.2002375089310716,-0.3500000000000001,0.3500000000000001,-0.5756816963246086,-0.9309128543504183,0.5144160717736103
1,Carlos Alcaraz,Nicolas Jarry,00:11:24,1,3,19,0,0,1,1,0,0,1,1,1,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,1.1161377695187735,3,0,0,1,2,-1.010850703223018,-0.011615161429070741,0.6341355910108007,-0.9711291566227019,-0.9403712987905759,-0.08699999999999997,0.08699999999999997,-0.8977219309935047,-0.9909702670118123,0.22771157310855167
1,Carlos Alcaraz,Nicolas Jarry,00:11:47,1,3,20,0,0,1,1,1,0,1,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,1.1982651510185327,4,0,0,1,3,0.8877256912488367,-0.011613566294371803,0.6341355910108007,0.30280378136853475,1.5349283900495923,-2.7779999999999996,2.7779999999999996,-1.1884779169668642,-1.1694578236368902,0.09027961890829915
1,Carlos Alcaraz,Nicolas Jarry,00:12:17,1,3,21,0,0,1,1,2,0,1,1,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,0.13060919152166248,2,1,0,1,3,0.687752963469796,-0.011611971378864737,0.7211151780228631,-0.49761949690858187,-0.2242297595052558,-1.1766666666666663,1.1766666666666663,-0.7512425895751076,-0.2083323303613637,-1.158522401528616
1,Carlos Alcaraz,Nicolas Jarry,00:12:44,1,3,22,0,0,1,1,2,1,1,1,1,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,1.1982651510185327,0,1,1,1,3,0.337965334233881,-0.011610376682529887,0.700567142473973,2.0873030123274616,1.401767951959803,0.9221999999999992,-0.9221999999999992,-0.6920674360006769,-0.01589442985037194,-1.3848780432451275
1,Carlos Alcaraz,Nicolas Jarry,00:13:26,1,3,23,0,0,1,1,3,1,1,2,1,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,-0.7727920049756893,1,1,0,1,3,0.088141343691024,-0.31160290586193223,0.740774899182154,-0.7574606092826162,-0.6900708285180465,-0.34850000000000003,0.34850000000000003,0.4069294679840092,0.7952648666515754,-0.5153580253646068
1,Carlos Alcaraz,Nicolas Jarry,00:15:31,1,4,24,0,0,2,1,0,0,2,2,2,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,-0.44428247897665235,1,1,1,1,3,0.23799494180242262,-0.2115612995169111,0.8249137318359602,-0.10385571195614475,-0.011481708583654816,-0.2779999999999996,0.2779999999999996,0.06723789223380583,0.4371961883086679,-0.44371088451717305
1,Carlos Alcaraz,Nicolas Jarry,00:16:15,1,4,25,0,0,2,1,0,1,2,1,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,-0.11577295297761532,2,1,1,1,4,-0.011814411348389531,0.18845806562477968,0.8249137318359602,0.06838351940644959,0.007845661845492482,0.23724999999999996,-0.23724999999999996,0.4155616583947664,0.8107816686433236,-0.5774202588010313
1,Carlos Alcaraz,Nicolas Jarry,00:16:47,1,4,26,0,0,2,1,0,2,2,1,2,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,1.0340103880190143,3,1,0,1,4,-0.011812790267261565,0.13843333277325862,0.759510916949111,-0.9708327035566734,-0.9408122273935223,-0.08199999999999996,0.08199999999999996,0.3214112505698544,0.19661186790328075,-0.2976097876299869
1,Carlos Alcaraz,Nicolas Jarry,00:17:08,1,4,27,0,0,2,1,0,3,2,1,2,13,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,1.1161377695187735,4,1,0,1,4,-1.5102353009910838,0.03841699924615854,0.6570104626734988,0.44650940512588005,-0.47526511078269584,3.15625,-3.15625,0.13135423066404947,-0.09158686775678407,-0.07040530716452903
1,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,0.29486395452118097,4,0,1,1,4,-1.6096333806056378,0.03841172295569692,0.5124973964842103,0.10002988420499852,1.1388275284028118,-2.335666666666666,2.335666666666666,-0.5276390917626713,-0.8465014515153096,1.2169401085711709
1,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,1,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,1.3625199140180515,3,1,1,1,5,-0.3110078601929655,0.038406447391934016,0.4875026035157896,-0.7201816362295246,-0.4110365109535148,-1.9954999999999998,1.9954999999999998,-0.18324446054729726,-0.11094592547982202,-0.08431387604826494
1,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,2,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,-0.1979003344773746,1,1,1,1,5,-0.061274651397061446,-0.0115974938458412,0.5621765008857981,-0.15032473005612185,-0.09893254816800891,-0.13724999999999987,0.13724999999999987,-0.43077996211921166,-0.2716408824876956,-0.8843358323108967
1,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,3,0,1,2,2,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,0.04848181002190321,1,1,1,1,5,0.13848582199568243,-0.011595901160812655,0.679178699175393,-0.6220556713740706,-0.5073794106972864,-0.4520000000000002,0.4520000000000002,-0.5186199410921216,-0.31458547923819025,-0.6557964844324498
1,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,3,1,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,-0.6906646234759302,1,1,0,1,5,0.1884044085904342,0.28839604996226936,0.679178699175393,-0.4064601791047991,-0.08298563036145018,-1.4073333333333333,1.4073333333333333,-0.3785403270472169,-0.14026529229089635,-0.4625958603436766
1,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,3,2,1,1,2,16,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,-0.11577295297761532,0,0,0,1,5,0.18837816904450622,0.18835931624329333,0.610639233949222,-0.3811875552258643,-0.1785936491003113,-0.8600000000000003,0.8600000000000003,-0.7211192216589487,0.017503639198533014,-1.0366459210607577
1,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,3,3,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,-1.265556293974245,3,0,0,1,5,0.03853900803053444,0.3883226835463321,0.4875026035157896,1.2435975864101751,0.862071341953503,0.863666666666667,-0.863666666666667,-0.9143909883384146,-0.5123434261463531,-1.1324674077827472
1,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,4,3,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,0.13060919152166248,3,1,0,1,5,0.33815781837683706,0.2382752444294423,0.4875026035157896,-0.5320080525678951,-0.31564895651612684,-1.375,1.375,-0.12567668035969726,-0.00031851623198874047,-0.34629412772919427
1,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,-0.1979003344773746,4,0,1,1,5,0.48791593526460225,0.13824716722884062,0.5621765008857981,-0.45900648505836167,-0.5702117366171375,0.8494999999999999,-0.8494999999999999,-0.2789724755852093,-0.08747860970563569,-0.6490749419323504
1,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,0,0,3,2,0,1,2,2,1,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,-1.8404479644725598,2,1,1,1,6,0.28810117560697324,0.03823304978564075,0.5374298453437496,1.1184943925461222,1.1555093272142811,-0.07128571428571373,0.07128571428571373,-0.2134868931587771,-0.11274883009219631,-0.20304434989379688
1,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,0,0,3,2,1,1,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,1.0340103880190143,3,1,0,1,6,0.1382524530195132,-0.2617564438038961,0.5866175789173301,-0.5326750719664592,-0.6378942771693982,0.8130000000000002,-0.8130000000000002,0.3989818995713464,0.3853552917495712,-0.11483412810744606
1,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,0,0,3,2,1,2,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,1.1982651510185327,0,1,1,1,6,0.08829714263173216,-0.2117224193757213,0.5621765008857981,-0.8392816555064991,-0.8269056716323887,0.03049999999999997,-0.03049999999999997,0.33813984026242483,0.2006314585144767,0.2839188841062843
1,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,0,0,3,2,1,3,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,-0.11577295297761532,2,1,1,1,6,0.03834872747780116,-0.11169887761070381,0.46257015465625045,-0.6640037802171121,-0.6762550656257283,0.18800000000000017,-0.18800000000000017,-0.4984087090614183,-0.47864979896427184,0.17785586815359875
1,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,-0.44428247897665235,2,1,1,1,6,-0.011592842378294175,-0.06168640481036167,0.320821300824607,1.4993624691263165,1.3821466291286912,0.15559999999999974,-0.15559999999999974,-0.5514222646529983,-0.6236801749138092,0.21944558004042675
1,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,1,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,0.6233734805202181,3,1,1,1,7,0.5876305599657516,-0.06167791317034523,0.320821300824607,-0.306110816254131,0.38719123658031274,-2.3165000000000004,2.3165000000000004,0.23511911263611468,0.16152911749527166,0.20429812566583241
1,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,2,0,1,1,1,22,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,0.21273657302142174,4,0,1,1,7,0.387805848364643,-0.3116526832722667,0.389360766050778,-0.5725480093473008,-0.2076949368947687,-1.1914999999999998,1.1914999999999998,-0.3370462807279232,-0.14747691074039443,-0.724821495342585
1,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,3,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,-0.6906646234759302,2,1,0,1,7,0.7871969811034405,-0.21161567576530146,0.5124973964842103,0.30191442217044906,0.35235787694755316,-0.08400000000000007,0.08400000000000007,-0.35306048224856884,0.025542820420924914,-1.0443520610023775
1,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,3,1,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,-0.9370467679752079,0,1,0,1,7,0.48748633929846696,-0.11159338360133586,0.5124973964842103,1.313634623259423,0.8417886262179721,1.0671666666666662,-1.0671666666666662,0.10527906238879758,0.4998249567286943,-0.7554557636180818
1,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,1.6089020585173293,3,0,0,1,7,0.2876908051183336,-0.06158154239646147,0.5866175789173301,-0.6020450894171427,-0.6625862789343923,0.5129999999999999,-0.5129999999999999,0.8995596448737616,1.1103593924306703,-0.0496726444408827
1,Carlos Alcaraz,Nicolas Jarry,00:32:57,1,8,47,0,0,4,3,0,1,2,2,1,24,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,-1.6388135585900138e-16,4,0,0,1,8,0.08792502553661632,-0.06157306541562897,0.5621765008857981,-0.9689057586274877,-0.9508800971607967,-0.0010000000000000009,0.0010000000000000009,0.055569552092369336,0.2879984426813471,0.06583731204244275
1,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,1,1,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,1.4446472955178107,3,0,0,1,8,0.08791293554983215,-0.6115098336133575,0.610639233949222,-0.9319973519069319,-0.956832633300572,0.28900000000000003,-0.28900000000000003,-0.21062934047107834,-0.25015380620578925,0.012235992885682919
1,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,1,2,2,2,1,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,-0.9370467679752079,2,1,0,1,8,-1.5096729699648777,-0.41144003994765743,0.5621765008857981,0.28427546474174964,0.3376602568493422,-0.08942857142857097,0.08942857142857097,-0.3549952835475313,-0.5514457671655577,0.13694888804788138
1,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,2,2,2,2,1,26,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,-0.5264098604764116,0,1,0,1,8,-1.0101556625084036,-0.51136311077398,0.610639233949222,3.5410347348650206,2.975295159674249,0.4367647058823527,-0.4367647058823527,-0.36207963291911827,-0.5573569298290808,0.15032023870376385
1,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,3,2,2,2,1,27,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,-0.5264098604764116,0,1,1,1,8,0.08822606777405095,-0.3113161662569331,0.7005671424739729,1.161702426919785,0.3859419388719646,1.5080000000000005,-1.5080000000000005,0.5325129553736085,0.3007074424079214,0.42375736189897706
1,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,0.21273657302142174,2,1,0,1,8,3.1312279082465966,-0.5112369341704126,0.8099984339846871,-0.7901445598122651,-0.6719927557972472,-0.6919999999999997,0.6919999999999997,1.2408883601846252,0.7224097868236544,1.0162126271863314
1,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,1,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,-1.0191741494749673,2,1,0,1,9,1.9330435922352753,-0.26120376384887406,0.8859476187202091,-0.6280588459611491,-0.4662995625227873,-0.6653333333333336,0.6653333333333336,1.3126843714630594,0.8345740983640035,0.568005660442267
1,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,1,1,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,0.7876282435197367,1,1,0,1,9,1.0848372133149033,-0.1611834774664955,0.8956687768809987,-0.7244802056869387,-0.5697708080141912,-0.9444999999999997,0.9444999999999997,1.4347554503406947,1.0318591522590843,0.16409955830300527
1,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,2,1,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,0.21273657302142174,3,1,1,1,9,0.5859737350484434,-0.06117746229873153,0.9205614508160216,-0.1740409753384068,-0.15926627867116414,-0.009599999999999831,0.009599999999999831,1.0296080583378902,0.6669039694131732,-0.10866132391917481
1,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,2,2,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,1.3625199140180515,3,1,1,1,9,0.4861477895443976,-0.0611690421650521,0.9129342275597286,-0.19731254102164889,-0.17271460106102698,-0.04475000000000007,0.04475000000000007,-0.4624809372483711,-0.5937696918363826,0.051752867987356246
1,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,3,2,1,1,2,30,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,0.04848181002190321,2,1,0,1,9,0.28660616434893693,-0.011168758056452975,0.9275735146384823,-0.3485777179627225,-0.4256606429512345,0.4073333333333329,-0.4073333333333329,-1.0083032667726848,-0.818452984676893,-0.002094157392677513
1,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,3,3,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,0.13060919152166248,2,1,0,1,9,0.18683018779213573,0.28878239865408967,0.9129342275597286,1.2914747565737879,1.1671204470918677,0.20962499999999995,-0.20962499999999995,-0.8309564030923741,-0.719381898436247,0.0954513308375936
1,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,4,3,1,2,2,31,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,-2.004702727472078,2,1,1,1,9,0.08706839547637564,0.18875918948407597,0.9275735146384823,0.18614949988629562,0.3007692304028332,-0.2896000000000001,0.2896000000000001,-0.06001250089028364,-0.06244483582561585,0.12697783783263855
1,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,3,3,1,1,2,31,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,0.8697556250194959,1,1,0,1,9,-0.8603935639198634,0.08875026767600927,0.9129342275597286,0.5839895144966255,0.701205889978586,-0.21842857142857142,0.21842857142857142,0.3057244769613408,0.287673328734853,-0.013271013384359156
